file	package	origin	assertions_summary	unique_type_assertions	runtime_coverage	evidence	verdict	notes
packages/foundation/modeling/html/dtslint/Html.tst.ts	@beep/html	handwritten	Pins curated subpath contract, element/child roles, explicit conformance/policy/serialization error channels, exact metadata, encoded versus semantic enums, numeric/Option fields, scoped popover attributes, and opaque proof anti-forgery.	yes	partial	packages/foundation/modeling/html/dtslint/Html.tst.ts:56,packages/foundation/modeling/html/dtslint/Html.tst.ts:95,packages/foundation/modeling/html/dtslint/Html.tst.ts:123,packages/foundation/modeling/html/dtslint/Html.tst.ts:185,packages/foundation/modeling/html/test/Html.test.ts,packages/foundation/modeling/html/test/Html.security.test.ts	review	Very high-value: port opaque-proof negative cases, error unions, and encoded/decoded enum types.
packages/foundation/modeling/identity/dtslint/Identity.tst.ts	@beep/identity	handwritten	Pins literal-preserving composer/tag/string/symbol identities, annotations and derived titles, schema/class annotation callbacks, strict annoteKey paths, closed vocabularies, normalization, Context.Service keys, and segment invariants with negative cases.	yes	partial	packages/foundation/modeling/identity/dtslint/Identity.tst.ts:35,packages/foundation/modeling/identity/dtslint/Identity.tst.ts:86,packages/foundation/modeling/identity/dtslint/Identity.tst.ts:131,packages/foundation/modeling/identity/dtslint/Identity.tst.ts:183,packages/foundation/modeling/identity/dtslint/Identity.tst.ts:227,packages/foundation/modeling/identity/test/Identity.test.ts	review	Very high-value generic/literal API proof; port essentially all non-self-referential assertions and negative path/vocabulary checks.
packages/foundation/modeling/lexical/dtslint/Lexical.tst.ts	@beep/lexical-schema	handwritten	Pins token vocabularies and bidirectional compatibility of strict encoded leaf/element/editor shapes with Lexical 0.48, documents deliberate optionality differences, JSON extension fields, and tagged-union codec statics.	yes	partial	packages/foundation/modeling/lexical/dtslint/Lexical.tst.ts:76,packages/foundation/modeling/lexical/dtslint/Lexical.tst.ts:86,packages/foundation/modeling/lexical/dtslint/Lexical.tst.ts:101,packages/foundation/modeling/lexical/dtslint/Lexical.tst.ts:176,packages/foundation/modeling/lexical/dtslint/Lexical.tst.ts:214,packages/foundation/modeling/lexical/test/Lexical.codec.test.ts	review	Very high-value third-party declaration drift guard; port all encoded compatibility and codec-static assertions.
packages/foundation/modeling/md/dtslint/exports.tst.ts	@beep/md	handwritten	Pins package-map root/subpath exports and render/safety return types across Result, Effect, Markdown, string, and SafeHtml outputs.	yes	partial	packages/foundation/modeling/md/dtslint/exports.tst.ts:15,packages/foundation/modeling/md/dtslint/exports.tst.ts:26,packages/foundation/modeling/md/dtslint/exports.tst.ts:33,packages/foundation/modeling/md/test/Md.test.ts,packages/foundation/modeling/md/test/facade-deprecation.test.ts	review	Port package-map smoke imports plus render/safety channel types if no replacement compilation fixture remains.
packages/foundation/modeling/md/dtslint/Md.tst.ts	@beep/md	handwritten	Pins every builder overload and nested input family, builder generic types, branded render target/error/environment channels, adapters and compatibility transforms, safety APIs, and invalid builder shapes.	yes	partial	packages/foundation/modeling/md/dtslint/Md.tst.ts:67,packages/foundation/modeling/md/dtslint/Md.tst.ts:114,packages/foundation/modeling/md/dtslint/Md.tst.ts:136,packages/foundation/modeling/md/dtslint/Md.tst.ts:180,packages/foundation/modeling/md/dtslint/Md.tst.ts:197,packages/foundation/modeling/md/test/Md.test.ts	review	Very high-value overload/negative-input proof; port builder input matrix, target branding, Effect R/E channels, and ts-expect-error cases.
packages/foundation/modeling/pandoc-ast/dtslint/PandocAst.tst.ts	@beep/pandoc-ast	handwritten	Pins recursive AST discriminants, mapping envelopes/errors, strict versus lossless codec Effect types, lossless JSON shapes, schema defaults/table encoding, and recursive metadata/unknown constructors.	yes	partial	packages/foundation/modeling/pandoc-ast/dtslint/PandocAst.tst.ts:40,packages/foundation/modeling/pandoc-ast/dtslint/PandocAst.tst.ts:73,packages/foundation/modeling/pandoc-ast/dtslint/PandocAst.tst.ts:85,packages/foundation/modeling/pandoc-ast/dtslint/PandocAst.tst.ts:107,packages/foundation/modeling/pandoc-ast/test/Pandoc.codec.test.ts	review	Port discriminant unions, strict/lossless Effect channels, Json wire types, and encoded table shape.
packages/foundation/modeling/rdf/dtslint/Rdf.tst.ts	@beep/rdf	handwritten	Only compiles representative subpath imports, an IRI guard call, named-node construction, and vocabulary value property access; no explicit type equality or negative assertion.	no	covered	packages/foundation/modeling/rdf/dtslint/Rdf.tst.ts:1,packages/foundation/modeling/rdf/test/Rdf.test.ts,packages/foundation/modeling/rdf/test/VocabDrift.test.ts	safe-delete	Import/property smoke coverage is compile-only redundant with source consumers and runtime tests.
packages/foundation/modeling/schema/dtslint/AtURI.tst.ts	@beep/schema	handwritten	Pins AtUri brand, string encoded form, root/subpath parity, and decode/encode Effect success/error/requirement types.	yes	partial	packages/foundation/modeling/schema/dtslint/AtURI.tst.ts:13,packages/foundation/modeling/schema/dtslint/AtURI.tst.ts:18,packages/foundation/modeling/schema/dtslint/AtURI.tst.ts:28,packages/foundation/modeling/schema/test/AtURI.test.ts	review	Port brand, encoded type, root-export parity, and codec types.
packages/foundation/modeling/schema/dtslint/CauseTaggedError.tst.ts	@beep/schema	handwritten	Pins generic constructor-input inference, data-first/curried constructors, required and optional extras, mapError dual forms, subclass extension, and rejection of missing/reserved/schema-object fields.	yes	partial	packages/foundation/modeling/schema/dtslint/CauseTaggedError.tst.ts:31,packages/foundation/modeling/schema/dtslint/CauseTaggedError.tst.ts:47,packages/foundation/modeling/schema/dtslint/CauseTaggedError.tst.ts:78,packages/foundation/modeling/schema/dtslint/CauseTaggedError.tst.ts:90,packages/foundation/modeling/schema/dtslint/CauseTaggedError.tst.ts:115,packages/foundation/modeling/schema/dtslint/CauseTaggedError.tst.ts:141,packages/foundation/modeling/schema/test/CauseTaggedError.test.ts	review	Highest-value schema type proof; port all constructor/mapError/extend inference and ts-expect-error assertions.
packages/foundation/modeling/schema/dtslint/DateTimeUtcFromValid.tst.ts	@beep/schema	handwritten	Pins primitive/tagged/object input types, exact input-kind union, UTC decoded type, encoded union equality, tagged helper shapes, and codec Effect types.	yes	partial	packages/foundation/modeling/schema/dtslint/DateTimeUtcFromValid.tst.ts:23,packages/foundation/modeling/schema/dtslint/DateTimeUtcFromValid.tst.ts:30,packages/foundation/modeling/schema/dtslint/DateTimeUtcFromValid.tst.ts:55,packages/foundation/modeling/schema/dtslint/DateTimeUtcFromValid.tst.ts:65,packages/foundation/modeling/schema/test/DateTimeUtcFromValid.test.ts	review	Port input-kind/tag shapes and encoded/decoded codec type assertions.
packages/foundation/modeling/schema/dtslint/Duration.tst.ts	@beep/schema	handwritten	Pins one-way Duration transformation decoded/encoded types, codec Effect types, and canonical namespace aliases.	yes	partial	packages/foundation/modeling/schema/dtslint/Duration.tst.ts:13,packages/foundation/modeling/schema/dtslint/Duration.tst.ts:22,packages/foundation/modeling/schema/dtslint/Duration.tst.ts:34,packages/foundation/modeling/schema/test/Duration.test.ts	review	Port FromInput decoded type, encoded Input equality, and codec Effect types; self-equality aliases are redundant.
packages/foundation/modeling/schema/dtslint/EntitySchema.tst.ts	@beep/schema	handwritten	PersistedFor rejection rules; descriptor literals; decoded/encoded shapes; insert/update/json variants; explicit Model helper field extraction.	yes	partial	packages/foundation/modeling/schema/test/EntitySchema.test.ts,packages/foundation/modeling/schema/src/EntitySchema	review	Port optional/serviceful/insert-only rejection probes and variant key membership assertions, especially lines 55-75, 129-141, and 198-228.
packages/foundation/modeling/schema/dtslint/FileName.tst.ts	@beep/schema	handwritten	Template-literal FileName Type/Encoded shape, decoder/guard narrowing, and struct propagation.	yes	partial	packages/foundation/modeling/schema/test/FileName.test.ts,packages/foundation/modeling/schema/src/FileName.ts	review	Port the template-literal and enclosing Struct Type/Encoded assertions at lines 8-10 and 36-38; runtime tests cannot detect widening to string.
packages/foundation/modeling/schema/dtslint/FilePath.tst.ts	@beep/schema	handwritten	FilePath and Windows path brands, supported-family/dot unions, branded non-empty segment tuples, decoder/guard and struct inference.	yes	partial	packages/foundation/modeling/schema/test/FilePath.test.ts,packages/foundation/modeling/schema/src/FilePath	review	Port brand and tuple assertions at lines 44-57 and 66-94; these are type-only.
packages/foundation/modeling/schema/dtslint/Fn.tst.ts	@beep/schema	handwritten	Fn/Thunk overload inference; implement/implementEffect/implementSync signatures; SchemaIssue/error/environment composition; constructor-default statics.	yes	partial	packages/foundation/modeling/schema/test/Fn.test.ts,packages/foundation/modeling/schema/src/Fn	review	High value: port thunk/unary overloads, error and service union at lines 67-87, and default-state statics at lines 90-110.
packages/foundation/modeling/schema/dtslint/Glob.tst.ts	@beep/schema	handwritten	Glob brand/encoded string, decode and guard narrowing, struct propagation, and namespace Schema alias.	yes	partial	packages/foundation/modeling/schema/test/Glob.test.ts,packages/foundation/modeling/schema/src/Glob	review	Port brand plus Struct Type/Encoded assertions at lines 10-12 and 38-46.
packages/foundation/modeling/schema/dtslint/Graph.tst.ts	@beep/schema	handwritten	Index brands and graph-kind union; generic Edge/Graph Type/Encoded propagation; mutable/immutable and FromSelf transforms.	yes	partial	packages/foundation/modeling/schema/test/Graph.test.ts,packages/foundation/modeling/schema/src/Graph	review	Port generic Type/Encoded assertions at lines 26-39 and 47-90; runtime graph behavior does not lock generic inference.
packages/foundation/modeling/schema/dtslint/Int.tst.ts	@beep/schema	handwritten	Int64 bigint brand; string codec direction; Effect decode/encode channels; root-barrel parity.	yes	partial	packages/foundation/modeling/schema/test/Int.test.ts,packages/foundation/modeling/schema/src/Int.ts	review	Port brand and Int64FromString Type/Encoded assertions at lines 12-20; barrel parity is lower value.
packages/foundation/modeling/schema/dtslint/JSONSchema.tst.ts	@beep/schema	handwritten	Recursive Node decoded Option fields versus flat open-record wire type; SubSchema union; NodeCodec and Document envelope types.	yes	partial	packages/foundation/modeling/schema/test/JSONSchema.test.ts,packages/foundation/modeling/schema/src/JSONSchema	review	High value: port recursive Option/wire assertions at lines 20-35 and Document envelope assertions at lines 48-53.
packages/foundation/modeling/schema/dtslint/Json.tst.ts	@beep/schema	handwritten	decodeJsonString and encodeJsonString success, SchemaError, and environment channels.	yes	partial	packages/foundation/modeling/schema/test/Json.test.ts,packages/foundation/modeling/schema/src/Json.ts	review	Port exact Effect signatures at lines 8-9; runtime round-trips do not enforce the error/environment channels.
packages/foundation/modeling/schema/dtslint/LiteralKit.tst.ts	@beep/schema	handwritten	Literal-key Enum/is/thunk surfaces; tuple-preserving pick/omit; exhaustive match inference; manual keys; tagged unions; IdentityString and transformed literal helpers; invalid-case rejection.	yes	partial	packages/foundation/modeling/schema/test/LiteralKit.test.ts,packages/foundation/modeling/schema/src/LiteralKit	review	Highest value: port helper-key inference, matcher case parameter/return unions, invalid match/tag cases, and annotation/static preservation across lines 45-320.
packages/foundation/modeling/schema/dtslint/MappedLiteralKit.tst.ts	@beep/schema	handwritten	Bidirectional From/To enum mapping, options/guards, annotation-static preservation, Type/Encoded direction, pair-array narrowing, duplicate error payload.	yes	partial	packages/foundation/modeling/schema/test/MappedLiteralKit.test.ts,packages/foundation/modeling/schema/src/MappedLiteralKit	review	Port directional Enum/Options/guard and codec Type/Encoded assertions at lines 10-49, plus non-tuple pair narrowing at lines 52-64.
packages/foundation/modeling/schema/dtslint/Markdown.tst.ts	@beep/schema	handwritten	Markdown string brand, encoded string, and decode/encode Effect signatures.	yes	partial	packages/foundation/modeling/schema/test/Markdown.test.ts,packages/foundation/modeling/schema/src/Markdown.ts	review	Port nominal brand and Effect channel assertions at lines 12-22.
packages/foundation/modeling/schema/dtslint/MutableHashMap.tst.ts	@beep/schema	handwritten	Generic MutableHashMap FromSelf and entry-array transform Type/Encoded propagation plus guard narrowing.	yes	partial	packages/foundation/modeling/schema/test/MutableHashMap.test.ts,packages/foundation/modeling/schema/src/MutableHashMap.ts	review	Port generic map Type/Encoded assertions at lines 13-31; guard narrowing is secondary.
packages/foundation/modeling/schema/dtslint/MutableHashSet.tst.ts	@beep/schema	handwritten	Generic MutableHashSet FromSelf/array transform Type/Encoded propagation, schema defaults, and guard narrowing.	yes	partial	packages/foundation/modeling/schema/test/MutableHashSet.test.ts,packages/foundation/modeling/schema/src/MutableHashSet.ts	review	Port generic set Type/Encoded and decoded-default acceptance assertions at lines 12-44.
packages/foundation/modeling/schema/dtslint/Number.tst.ts	@beep/schema	handwritten	NonNegNum is number and NonNegativeInt remains number-assignable.	no	partial	packages/foundation/modeling/schema/test/Number.test.ts,packages/foundation/modeling/schema/src/Number.ts	safe-delete	Trivial public aliases at lines 6-7 are exercised by ordinary numeric consumers; no encoded/decoded or negative inference contract is present.
packages/foundation/modeling/schema/dtslint/Port.tst.ts	@beep/schema	handwritten	Port number brand; PortFromString codec direction; Effect signatures; root-barrel parity.	yes	partial	packages/foundation/modeling/schema/test/Port.test.ts,packages/foundation/modeling/schema/src/Port.ts	review	Port the nominal brand and number/string codec Type/Encoded contract at lines 16-25; runtime boundary tests are not type inference tests.
packages/foundation/modeling/schema/dtslint/PromiseSchema.tst.ts	@beep/schema	handwritten	Promise<unknown> Type/Encoded identity and decode/encode Effect signatures.	yes	partial	packages/foundation/modeling/schema/test/PromiseSchema.test.ts,packages/foundation/modeling/schema/src/PromiseSchema.ts	review	Port Type/Encoded and Effect channel assertions at lines 9-20.
packages/foundation/modeling/schema/dtslint/ProtobufScalars.tst.ts	@beep/schema	handwritten	All protobuf scalar brands; 32/float/bytes encoded types; 64-bit ProtobufLongLike input union; decode Effects and root exports.	yes	partial	packages/foundation/modeling/schema/test/ProtobufScalars.test.ts,packages/foundation/modeling/schema/src/Uint32.ts,packages/foundation/modeling/schema/src/Uint64.ts	review	High value: port all scalar brand and encoded-domain assertions, especially the 64-bit input union at lines 80-91 and bytes at lines 95-97.
packages/foundation/modeling/schema/dtslint/SafeObject.tst.ts	@beep/schema	handwritten	Nominal SafeObject record brand; ObjectKeyword transformation endpoints/services; Effect signatures and export parity.	yes	partial	packages/foundation/modeling/schema/test/SafeObject.test.ts,packages/foundation/modeling/schema/src/SafeObject	review	Port nominal non-assignability and transformation from/to/service assertions at lines 21-29 and 49-56.
packages/foundation/modeling/schema/dtslint/SchemaUtils.tst.ts	@beep/schema	handwritten	SchemaUtils generic statics/default helpers and their Type/Encoded/service/default-state preservation.	yes	partial	packages/foundation/modeling/schema/test/SchemaUtils.test.ts,packages/foundation/modeling/schema/src/SchemaUtils	review	Port all generic/static preservation probes; they are the only compile-time regression tests for helper signatures (notably lines 20-86).
packages/foundation/modeling/schema/dtslint/Semver.tst.ts	@beep/schema	handwritten	Semver class fields, string codec direction, Effect signatures, Option parser, dual compare/range helper overloads.	yes	partial	packages/foundation/modeling/schema/test/Semver.test.ts,packages/foundation/modeling/schema/src/Semver.ts	review	Port codec and dual helper signatures at lines 28-47; runtime comparison tests do not enforce curried overload types.
packages/foundation/modeling/schema/dtslint/Sha256.tst.ts	@beep/schema	handwritten	Digest brand; bytes and hex-byte transformation directions; Crypto service, SchemaError, and encode environment channels.	yes	partial	packages/foundation/modeling/schema/test/Sha256.test.ts,packages/foundation/modeling/schema/src/Sha256.ts	review	Port encoded domains and Crypto requirement assertions at lines 17-31 and 42-46.
packages/foundation/modeling/schema/dtslint/StatusCauseTaggedErrorClass.tst.ts	@beep/schema	handwritten	Curried/uncurried constructors and mapError overloads; required/optional extras; extension preservation; rejection of reserved/schema-object fields.	yes	partial	packages/foundation/modeling/schema/test/StatusCauseTaggedErrorClass.test.ts,packages/foundation/modeling/schema/src/StatusCauseTaggedErrorClass	review	Highest value: port negative constructor/extras and reserved-field probes at lines 31-88 and 112-155 plus mapError error-channel typing.
packages/foundation/modeling/schema/dtslint/String.tst.ts	@beep/schema	handwritten	StrFromUnknown decoded string/encoded unknown codec, Effect signatures, and root parity.	yes	partial	packages/foundation/modeling/schema/test/String.test.ts,packages/foundation/modeling/schema/src/String.ts	review	Port the encoded unknown boundary and decode/encode Effect signatures at lines 10-21.
packages/foundation/modeling/schema/dtslint/TaggedErrorClass.tst.ts	@beep/schema	handwritten	Tagged error constructor input inference, required/optional cause, struct overloads, extension field composition, and missing-field rejection.	yes	partial	packages/foundation/modeling/schema/test/TaggedErrorClass.test.ts,packages/foundation/modeling/schema/src/TaggedErrorClass	review	Highest value: port TaggedErrorNewInput and every @ts-expect-error missing/extra-field probe at lines 43-115.
packages/foundation/modeling/schema/dtslint/Topology.tst.ts	@beep/schema	handwritten	Public concept subpaths remain importable while suite aggregators, internal role files, legacy/case-variant paths, and internals remain private.	yes	none	packages/foundation/modeling/schema/package.json,packages/foundation/modeling/schema/src/index.ts	review	Port the negative import surface at lines 39-55 and 118-143 to an export-map/static boundary check; ordinary source compilation does not detect accidental exports.
packages/foundation/modeling/schema/dtslint/Transformations.tst.ts	@beep/schema	handwritten	destructiveTransform infers scalar/object target Type, encoded unknown, no services, and data-last callback input.	yes	partial	packages/foundation/modeling/schema/test/Transformations.test.ts,packages/foundation/modeling/schema/src/Transformations.ts	review	Port Type/Encoded/service inference in both data-first and data-last forms at lines 6-37.
packages/foundation/modeling/schema/dtslint/TypedArrays.tst.ts	@beep/schema	handwritten	Float16/32/64 typed-array schema and array-transform Type/Encoded directions plus Effect signatures.	yes	partial	packages/foundation/modeling/schema/test/TypedArrays.test.ts,packages/foundation/modeling/schema/src/TypedArrays.ts	review	Port each typed-array transform Type/Encoded pair and Effect signatures at lines 20-67.
packages/foundation/modeling/schema/dtslint/VariantSchema.tst.ts	@beep/schema	handwritten	VariantSchema.Class static variants; inherited custom statics; mapFields/extend compatibility; DomainModel extension; missing-Self diagnostic.	yes	partial	packages/foundation/modeling/schema/test/VariantSchema.test.ts,packages/foundation/modeling/schema/src/VariantSchema	review	High value: port derived static/extend/mapFields inference and the negative missing-Self assertion at lines 52-101.
packages/foundation/modeling/utils/dtslint/Array.tst.ts	@beep/utils	handwritten	Non-empty map/flatMap mutable/readonly overloads and callback inputs; Option index lookups; entry/key/value and in-place mutation return types.	yes	partial	packages/foundation/modeling/utils/test/Array.test.ts,packages/foundation/modeling/utils/src/Array.ts	review	Port non-empty preservation and data-first/data-last overload assertions; runtime tests cannot distinguish widened Array results.
packages/foundation/modeling/utils/dtslint/Errors.tst.ts	@beep/utils	handwritten	mapCauseError/mapToError builder-argument inference; dual constructor support; success/error channel preservation; invalid source/missing argument rejection.	yes	partial	packages/foundation/modeling/utils/test/Errors.test.ts,packages/foundation/modeling/utils/src/Errors.ts	review	High value: port error-channel mapping and negative argument/source probes at lines 65-158.
packages/foundation/modeling/utils/dtslint/Option.tst.ts	@beep/utils	handwritten	propFromNullishOr nested path inference and invalid-path rejection; getSomesStruct heterogeneous per-key types including present undefined.	yes	partial	packages/foundation/modeling/utils/test/Option.test.ts,packages/foundation/modeling/utils/src/Option.ts	review	Port nested path/negative path assertions and heterogeneous object result shapes at lines 14-64.
packages/foundation/modeling/utils/dtslint/Predicate.tst.ts	@beep/utils	handwritten	chainRefinements narrowing through tuple/builder forms, readonly tuples, and rejection of invalid ordering/empty arrays.	yes	partial	packages/foundation/modeling/utils/test/Predicate.test.ts,packages/foundation/modeling/utils/src/Predicate.ts	review	Port refinement result and negative ordering/empty assertions at lines 13-53.
packages/foundation/modeling/utils/dtslint/Str.tst.ts	@beep/utils	handwritten	Template-literal prefix/postfix/map/case transforms; string refinement guards; repeat and dual helper signatures.	yes	partial	packages/foundation/modeling/utils/test/Str.test.ts,packages/foundation/modeling/utils/src/Str.ts	review	High value: port template-literal transformations and startsWith/endsWith/contains narrowing across lines 8-203.
packages/foundation/modeling/utils/dtslint/Struct.tst.ts	@beep/utils	handwritten	Deep path resolution/optional propagation and invalid paths; mapPath overloads; reverse/paths/entries/keys/fromEntries literal and correlated types.	yes	partial	packages/foundation/modeling/utils/test/Struct.test.ts,packages/foundation/modeling/utils/src/Struct.ts	review	Highest value: port deep-path, negative parameter, correlated entries, symbol, and literal-preservation assertions across lines 7-251.
packages/foundation/primitive/data/dtslint/keyboard-shortcuts.tst.ts	@beep/data	handwritten	Platform, command/label, chord/display, Tauri accelerator, runtime-support and source-id literal domains plus data-row assignability.	yes	partial	packages/foundation/primitive/data/test/keyboard-shortcuts.test.ts,packages/foundation/primitive/data/src/KeyboardShortcuts.ts	review	Port positive/negative literal-membership probes at lines 17-53; runtime dataset invariants do not prove exported unions.
packages/foundation/primitive/data/dtslint/mime-types.tst.ts	@beep/data	handwritten	Known/unknown MimeType and FileExtension membership; mimeTypes record indexing; reverse maps and lookup signature; non-string rejection.	yes	partial	packages/foundation/primitive/data/test/mime-types.test.ts,packages/foundation/primitive/data/src/MimeTypes.ts	review	Port literal membership/non-membership and record/lookup signatures at lines 7-65.
packages/foundation/ui-system/editor/dtslint/Editor.tst.ts	@beep/editor	handwritten	Root/facade alias identity; decoded viewer state versus unknown wire admission; wire component callability; immutable async onSend port.	yes	partial	packages/foundation/ui-system/editor/test/chat-schema-parity.test.ts,packages/foundation/ui-system/editor/test/facade-deprecation.test.ts,packages/foundation/ui-system/editor/src/index.ts	review	Port state-vs-wire boundary and onSend signature at lines 21-31; alias checks are lower value.
packages/_internal/db-admin/dtslint/ArchitectureLabMigrationTarget.tst.ts	@beep/db-admin	generated	ArchitectureLab and WorkspaceThread migration target names are strings.	no	covered	packages/tooling/tool/cli/src/commands/Architecture/internal/AcceptedProofManifest.ts,packages/_internal/db-admin/test/ArchitectureLabMigrationTarget.test.ts,packages/_internal/db-admin/test/integration/ArchitectureLabMigration.pglite.test.ts	safe-delete	Manifest marks this exact path template-written at lines 948-953; .name:string at lines 5-6 is boilerplate and runtime migration tests are stronger.
packages/law-practice/domain/dtslint/LawPracticeDomain.tst.ts	@beep/law-practice-domain	handwritten	Literal value schemas and Matter identity metadata; constructor types; decoded defaults versus optional encoded keys across the citation model.	yes	partial	packages/law-practice/domain/test/LawPracticeDomain.test.ts,packages/law-practice/domain/src	review	Highest value: port decoded-default/optional-wire matrix at lines 65-119 plus Matter metadata at lines 48-62.
packages/ontology/domain/dtslint/Session.tst.ts	@beep/ontology-domain	generated	Session changeLog element type and ChangeOperation kind union.	no	covered	packages/ontology/domain/test/Session.test.ts,packages/architecture-lab/domain/dtslint/WorkItem.tst.ts,packages/tooling/tool/cli/src/commands/Architecture/internal/AcceptedProofManifest.ts	safe-delete	Eight-line architecture-slice boilerplate; direct property restatements at lines 7-8 are covered by Session runtime/schema consumers.
packages/ontology/server/dtslint/SessionServer.tst.ts	@beep/ontology-server	generated	Three server layers are exported and non-never.	no	covered	packages/ontology/server/test/SessionServer.test.ts,packages/architecture-lab/server/dtslint/WorkItemServer.tst.ts,packages/tooling/tool/cli/src/commands/Architecture/internal/AcceptedProofManifest.ts	safe-delete	Exact non-never smoke-test pattern used by generated architecture server proof; imports already compile and runtime tests exercise the layers.
packages/ontology/use-cases/dtslint/Session.tst.ts	@beep/ontology-use-cases	generated	Three public command/use-case values are exported and non-never.	no	partial	packages/ontology/use-cases/test/Session.test.ts,packages/architecture-lab/use-cases/dtslint/WorkItem.tst.ts,packages/tooling/tool/cli/src/commands/Architecture/internal/AcceptedProofManifest.ts	safe-delete	Generated-style export smoke only; no exact command payload, error, or service type is asserted.
packages/shared/domain/dtslint/EntityKernel.tst.ts	@beep/shared-domain	handwritten	EntityId derived/custom literals; EntityRef typing; BaseEntity persisted descriptors; decoded fields and insert/update/json variant key inclusion; barrel parity.	yes	partial	packages/shared/domain/test/EntityKernel.test.ts,packages/shared/domain/src/entity	review	Highest value: port EntityId literal derivation and generated variant key membership at lines 66-113; descriptor literals are also type-only.
packages/shared/domain/dtslint/IdentityNamespaces.tst.ts	@beep/shared-domain	handwritten	AnyIdentityComposer type plus Agents/Epistemic/LawPractice/Shared/Workspace identity brands and table-name literals.	yes	partial	packages/shared/domain/test/IdentityNamespaces.test.ts,packages/shared/domain/src/identity	review	Port namespace brand/table literal matrix beginning at lines 7-50; runtime identity tests cannot lock compile-time brand strings.
packages/shared/domain/dtslint/LocalDate.tst.ts	@beep/shared-domain	handwritten	Model constructors/conversions; Order and dual helper overloads; string codec Type/Encoded and Effect signatures.	yes	partial	packages/shared/domain/test/LocalDate.test.ts,packages/shared/domain/src/values/LocalDate.ts	review	Port dual/curried helper and codec contracts at lines 32-71.
packages/shared/domain/dtslint/OnePasswordReference.tst.ts	@beep/shared-domain	handwritten	OnePasswordReference branded decoded type, encoded string, decode Effect signature, and guard result.	yes	partial	packages/shared/domain/test/OnePasswordReference.test.ts,packages/shared/domain/src/values/OnePasswordReference.ts	review	Port brand/encoded/effect assertions at lines 9-15; no secret values need be introduced.
packages/shared/domain/dtslint/Organization.tst.ts	@beep/shared-domain	handwritten	Organization identity/persistence metadata; field Type shapes including Option; license literal union; tenant helper signatures.	yes	partial	packages/shared/domain/test/Organization.test.ts,packages/shared/domain/src/entities/Organization	review	Port metadata/Option/literal assertions at lines 9-38 and helper Pick signatures at lines 39-47.
packages/shared/domain/dtslint/RootBarrel.tst.ts	@beep/shared-domain	handwritten	Root VERSION and namespace reexports are type-identical to direct public modules.	no	n-a	packages/shared/domain/src/index.ts,packages/shared/domain/src/entities/index.ts,packages/shared/domain/src/values/index.ts	safe-delete	Pure reexport identity smoke at lines 14-22; no inference, negative boundary, or codec contract beyond the source barrel itself.
packages/shared/domain/dtslint/UserMembership.tst.ts	@beep/shared-domain	handwritten	User/Membership entity identity and table literals, persisted column names, field identity types, and role/status literal vocabularies.	yes	partial	packages/shared/domain/test/UserMembership.test.ts,packages/shared/domain/src/entities/User,packages/shared/domain/src/entities/Membership	review	Port entity metadata and literal vocabulary assertions at lines 8-24.
packages/shared/tables/dtslint/OrganizationTable.tst.ts	@beep/shared-tables	handwritten	Organization table conforms to TableFor and preserves table/entity/persistence/index literal metadata.	yes	partial	packages/shared/tables/test/OrganizationTable.test.ts,packages/shared/tables/src/entities/Organization	review	Port TableFor assignability and descriptor literals at lines 8-14.
packages/tooling/library/repo-utils/dtslint/BiomeJson.tst.ts	@beep/repo-utils	handwritten	renderBiomeJson success/error/platform service signature.	yes	partial	packages/tooling/library/repo-utils/test/schemas/BiomeJson.test.ts,packages/tooling/library/repo-utils/src/schemas/BiomeJson.ts	review	Port the exact Effect success, DomainError, and FileSystem/Path/ChildProcessSpawner requirement union at line 9.
packages/tooling/library/repo-utils/dtslint/DependencyIndex.tst.ts	@beep/repo-utils	handwritten	buildRepoDependencyIndex HashMap success type, Domain/NoSuchFile error union, and FsUtils requirement.	yes	partial	packages/tooling/library/repo-utils/test/DependencyIndex.test.ts,packages/tooling/library/repo-utils/src/DependencyIndex.ts	review	Port the exact Effect contract at line 8; runtime output tests do not prevent channel widening.
packages/tooling/library/repo-utils/dtslint/Errors.tst.ts	@beep/repo-utils	handwritten	NoSuchFileError/DomainError/CyclicDependencyError tags, payload fields, and constructor assignability.	yes	partial	packages/tooling/library/repo-utils/test/errors/errors.test.ts,packages/tooling/library/repo-utils/src/errors	review	Port tag and payload property types at lines 8-46; runtime tests cover values, not public static types.
packages/tooling/library/repo-utils/dtslint/FsUtils.tst.ts	@beep/repo-utils	handwritten	FsUtils method success/error signatures and FsUtilsLive Layer output/input requirements.	yes	partial	packages/tooling/library/repo-utils/test/FsUtils.test.ts,packages/tooling/library/repo-utils/src/FsUtils.ts	review	Port method error channels and Layer requirement union at lines 10-43.
packages/tooling/library/repo-utils/dtslint/Graph.tst.ts	@beep/repo-utils	handwritten	Graph algorithms return exact Effect success types and CyclicDependencyError channel.	yes	partial	packages/tooling/library/repo-utils/test/Graph.test.ts,packages/tooling/library/repo-utils/src/Graph.ts	review	Port topologicalSort error channel and collection success types at lines 10-20.
